2018-03-09 01:20:31.5082 |GameService.RandomFieldAlgorithm..ctor | DEBUG | Attempt to generate new random feet
2018-03-09 01:20:31.6215 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.6215 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.6215 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.6366 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.6366 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.6366 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.6366 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.6516 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.6516 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.6516 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.6646 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.6646 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.6646 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.6646 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.6807 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.6807 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.6807 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.6807 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.6967 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.6967 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.6967 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.6967 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.7138 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.7138 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.7138 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.7138 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.7318 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.7318 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.7318 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.7438 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.7438 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.7438 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.7438 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.7599 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.7599 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.7599 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.7599 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.7769 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.7769 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.7769 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.7910 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.7910 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.7910 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.8060 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.8060 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.8060 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.8060 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.8241 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.8241 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.8241 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.8371 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.8371 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.8371 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.8371 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.8541 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.8541 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.8541 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.8541 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.8712 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.8712 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.8712 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.8832 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.8832 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.8832 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.8832 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.9003 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.9003 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.9003 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.9003 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.9173 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.9173 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.9173 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.9304 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.9304 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.9304 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.9464 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.9464 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.9464 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.9464 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.9624 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.9624 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.9624 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:31.9624 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.9795 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.9795 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.9795 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:31.9935 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:31.9935 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:31.9935 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.0085 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.0085 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.0085 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.0256 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.0256 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.0256 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.0256 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.0416 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.0416 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.0416 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.0416 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.0587 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.0587 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.0587 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.0727 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.0727 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.0727 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.0888 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.0888 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.0888 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.1028 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.1028 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.1028 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.1028 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.1218 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.1218 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.1218 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.1349 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.1349 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.1349 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.1489 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.1489 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.1489 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.1489 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.1680 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.1680 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.1680 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.1820 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.1820 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.1820 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.1820 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.1991 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.1991 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.1991 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.2151 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.2151 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.2271 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.2271 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.2271 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.2442 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.2442 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.2442 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.2582 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.2582 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.2582 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.2582 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.2763 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.2763 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.2763 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.2903 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.2903 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.2903 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.2903 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.3083 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.3083 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.3083 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.3214 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.3214 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.3214 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.3214 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.3414 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.3414 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.3414 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.3565 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.3565 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.3565 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.3715 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.3715 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.3715 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.3845 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.3845 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.3845 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.3996 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid

2018-03-09 01:20:32.3996 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.3996 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.3996 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.4176 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.4176 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.4176 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.4337 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.4337 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.4457 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.4457 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.4457 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.4638 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

2018-03-09 01:20:32.4638 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction

2018-03-09 01:20:32.4778 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to get prospective direction successfully completed. Direction is 0 1

2018-03-09 01:20:32.4778 |GameService.RandomFieldAlgorithm.IsFreeLocation | DEBUG | Attempt to mark cell location like not valid successfully completed

